id,nombre,tipo,tipo_normalizado,nom_mapa,sede,direccion,telefono,e_mail,facebook,web,actividades,instalaciones,calle,altura,direccion_normalizada,barrio,comuna,long,lat
49,TRIGLAV,CLUB DE BARRIO,club_de_barrio,Triglav,UNICA,Manuel Porcel de Peralta 1458,4644-0605,triglavbsas@yahoo.com.ar - triglavajedrez@gmail.com,TRIGLAV INSTITUCIONAL,www.ametriglav.com.ar,"Acuagym, baby,  Colonia de Vacaciones , Natación, Tango, Folklore, Bowling, Salsa y Merengue, Danza Jazz, Gimnasia Aeróbica, Yoga, Patin Artístico, Gimnasia Artística, Voleibol, Taekwondo, Basquetbol, Fútbol, Musculación, Buceo, Hockey, Subacuático, Escalada Deportiva, tango, jiu jitsu, kick boxing, boxeo.",canchas - salones - natatorio,"PORCEL DE PERALTA, MANUEL",1458,"PORCEL DE PERALTA, MANUEL 1458",Villa Real,Comuna 10,-58.529239,-34.621737
69,UNION ARGENTINA DE SORDOMUDOS  UAS,CLUB DE BARRIO,club_de_barrio,Union Argentina De Sordomudos  Uas,UNICA,Cuenca 1750,4581-6524,uas.union@gmail.com,,,"Futsal, basket, voley, artes marciales, danza.",salon - canchas,CUENCA,1750,CUENCA 1750,Villa Santa Rita,Comuna 11,-58.484881,-34.613933
22,UNION GENERAL ARMENIA DE CULTURA FISICA - UGAB,CLUB DE BARRIO,club_de_barrio,Union General Armenia De Cultura Fisica - Ugab,UNICA,Armenia 1318/22,4773-2820 int.128 (de 15hs a 20hs),secretaria@ugab.org.ar - ugab.deporte@gmail.com,Facebook | Ugab-Deportes,www.ugab.org.ar,"Básquet , futsal, voley, patín, tenis de mesa, karate, natación, gimnasia artística, taekwondo, iniciación deportiva.",natatorios climatizados,ARMENIA,1318,ARMENIA 1318,Palermo,Comuna 14,-58.431104,-34.591893
11,VASCO ARGENTINO GURE ECHEA,CLUB DE BARRIO,club_de_barrio,Vasco Argentino Gure Echea,UNICA,Peron 2143,4953-8328  4951-5363,,,,"Coro, pelota paleta, natacion, padel.",cancha - salon - natatorio,"PERON, JUAN DOMINGO, TTE. GENERAL",2143,"PERON, JUAN DOMINGO, TTE. GENERAL 2143",Balvanera,Comuna 3,-58.397111,-34.607155
159,VILLA CERINI,CLUB DE BARRIO,club_de_barrio,Villa Cerini,UNICA,Arias 4745,4545-5662,,A F C Villa Cerini,,"Baby fútbol, artes marciales, padel, boxeo, folklore, danza arabe, reggaeton.","biblioteca, 2 canchas, 3 salones",ARIAS,4745,ARIAS 4745,Saavedra,Comuna 12,-58.494837,-34.551996
36,VILLA GENERAL MITRE,CLUB DE BARRIO,club_de_barrio,Villa General Mitre,UNICA,Gavilan 1540,4584-2822 / 4581-0846,,,,"Basquet, Fútbol infantil, Futsal, Taekwondo, Yin Tao, Gimnasia Artística, Patín, Tela y Gimnasio de musculación",canchas - salones,GAVILAN,1540,GAVILAN 1540,Villa Gral. Mitre,Comuna 11,-58.468578,-34.612526
59,VILLA LURO NORTE,CLUB DE BARRIO,club_de_barrio,Villa Luro Norte,UNICA,Elpidio Gonzalez 5445,4568-1061,,VILLA LURO NORTE,www.villaluronorte.com.ar,"Baby fútbol, Futsal (AFA), Fútbol femenino, Patín artístico y competencia, Aikido, Artes marciales mixtas, Baile y ritmo zumba, Folklore, Bádminton. Actividades recreativas y de diversión para jubilados.",canchas - salones,"GONZALEZ, ELPIDIO",5445,"GONZALEZ, ELPIDIO 5445",Villa Luro,Comuna 10,-58.510598,-34.628789
168,VILLA MALCOLM,CLUB DE BARRIO,club_de_barrio,Villa Malcolm,UNICA,Avda. Cordoba 5064/72,4772-9796,clubvillamalcolm@gmail.com,,www.futbolvillamalcolm.webnode.com.ar,"Voley para niñas, baby fútbol, patín, gimnasia, gimnasia deportiva, clases de rock and roll, taekwondo, aikido, futsal a partir de 14 años , tango.",2 canchas - 2 salones,CORDOBA AV.,5064,CORDOBA AV. 5064,Villa Crespo,Comuna 15,-58.435062,-34.591100
139,VILLA REAL,CLUB DE BARRIO,club_de_barrio,Villa Real,UNICA,Tinogasta 5739,4642-0597,,,,"Baby fútbol, Gimnasia, Artes Marciales (boxeo, full contact, kick boxing, katate, yudo), danza (clasica, arabe), acrobacia en telas, pilates, spining.",Cancha - Gimnasio - 1 Salon,TINOGASTA,5739,TINOGASTA 5739,Villa Real,Comuna 10,-58.525252,-34.620777
111,VILLA SAHORES,CLUB DE BARRIO,club_de_barrio,Villa Sahores,UNICA,Santo Tome 2496,4584-7174,clubvillasahores@gmail.com,VILLA SAHORES,www.clubvillasahores.com.ar,"Básquet masculino y femenino, Fútbol (CAFI), Fútbol femenino, Natación, Aquagym, Pileta libre, Patín artístico, Vóley, Aikido, Taekwondo, Cross training, Kick Boxing, Muay Thai, Tai Chi Chuan, Chi Kung, Boxeo, Gimnasia aeróbica de competición, Fitness, Gimnasia artística, EFI, Acrobacia aérea en telas y Boulder. Tango, Ajedrez. Ping Pong. Actividades culturales",canchas - biblioteca - natatorio - salones- gimnasio - quincho,SANTO TOME,2496,SANTO TOME 2496,Villa Del Parque,Comuna 11,-58.481298,-34.601481
285,VOLUNTARIOS SIN FRONTERAS,CLUB DE BARRIO,club_de_barrio,Voluntarios Sin Fronteras,ANEXO deportivo,Playon Villa 31,4373-0509,,,,Futbol Femenino y Masculino - Volley Femenino - Artes Marciales Femenino y Masculino.,salon - canchas,perette carlos,,"PERETTE, CARLOS H. y CALLE 10 (NO OFICIAL)",Retiro,Comuna 1,-58.379111,-34.582225
102,VOLUNTARIOS SIN FRONTERAS,CLUB DE BARRIO,club_de_barrio,Voluntarios Sin Fronteras,ADMINISTRATIVA,"Tucuman 1516, 4to. A",4373-0509,,,,Futbol Femenino y Masculino - Volley Femenino - Artes Marciales Femenino y Masculino.,,TUCUMAN,1516,TUCUMAN 1516,San Nicolas,Comuna 1,-58.388299,-34.601762
116,YUPANQUI,CLUB DE BARRIO,club_de_barrio,Yupanqui,UNICA,Guamini 4512,4601-4477,,,,"Boxeo mixto, defensa personal, tenis de mesa, gimnasia, musculación, danzas árabes, artes marciales, natación, patín, básquet, danzas. Actividades culturales.",cancha - salon - natatorio,GUAMINI,4512,GUAMINI 4512,Villa Lugano,Comuna 8,-58.481586,-34.684052
